Date,Close,High,Low,Open,Volume
2021-01-04,33.25132369995117,33.85225123669728,32.850705342120435,33.2112624754632,27764700
2021-01-05,34.85380172729492,35.895408983712,33.51573770280376,33.52374872616753,44035100
2021-01-06,35.74317169189453,36.13577598541055,35.014046376032034,35.58292373156171,36484800
2021-01-07,36.02360916137695,36.51236414409436,35.67907706065734,36.05565936992671,29528100
2021-01-08,36.42422103881836,36.71266675086488,36.0155916510695,36.21590083371563,28628200
2021-01-11,37.52993392944336,37.770304371567356,35.85534880169723,36.08770822022336,38246200
2021-01-12,38.363216400146484,38.5955727344484,37.58601577549944,38.02669537617974,36915100
2021-01-13,38.79587936401367,39.02823873947247,38.210976942547866,38.88401588963428,29000300
2021-01-14,40.31023406982422,40.92718691894109,38.85999401749938,38.85999401749938,35474800
2021-01-15,38.37123489379883,39.32470876695288,37.89049397335944,39.18849690372677,42411300
2021-01-19,39.13240432739258,39.61314517120441,38.739796961648175,38.81992247326731,24932600
2021-01-20,39.68526840209961,39.853530498287284,39.25260273662508,39.34875032267757,22342400
2021-01-21,38.54750442504883,39.573086590566135,38.20297234323112,39.52501433685498,29044500
2021-01-22,38.00266647338867,38.17092548910832,37.36968858780386,37.666145385473165,23264800
2021-01-25,37.5780029296875,37.69818660232811,36.98508641931053,37.5780029296875,26395800
2021-01-26,36.75273895263672,38.347201867549934,36.73671384646192,37.86645785173533,23976800
2021-01-27,36.33608627319336,37.38570754153954,35.67907236674024,36.05565462646668,32410300
2021-01-28,36.904964447021484,37.32961893081961,36.60850465977041,36.80881383989791,24967200
2021-01-29,35.92745590209961,36.888940610981905,35.66304630815483,36.49633325961787,38961100
2021-02-01,35.991546630859375,36.520365721456976,35.486769773157235,36.520365721456976,24412400
2021-02-02,36.5604362487793,37.650118792043656,36.280001533290935,36.70465911812169,31940400
2021-02-03,37.99465560913086,38.194964851413864,36.392181670866854,36.56044375730669,28459300
2021-02-04,38.723785400390625,38.76384663880903,37.85844797946552,38.363228141671826,25280300
2021-02-05,40.02177810668945,40.157986893319155,39.292652753056416,39.404825414157536,34980100
2021-02-08,41.74443435668945,41.95275762782857,40.63071573909987,40.79897472669059,36998700
2021-02-09,41.25553512573242,41.52443191554168,40.55476908504486,41.288126509564364,28977000
2021-02-10,41.65480422973633,41.89925668963325,41.05996877091387,41.25553260386041,25723800
2021-02-11,40.611812591552734,41.49999240267107,39.74807709823236,41.46739790668565,26972200
2021-02-12,41.165897369384766,41.320716528065596,40.26142051285962,40.277717757202055,19756700
2021-02-16,42.40445327758789,42.803724821684526,42.062217417124025,42.339264310497235,28060100
2021-02-17,43.064476013183594,43.40671188588512,42.208890994001486,42.65705427944153,25509700
2021-02-18,42.3881721496582,43.13782690589541,42.25779727429598,43.031899456676385,20627600
2021-02-19,42.67336654663086,42.82818884932804,42.30668623548257,42.46150853817976,22607200
2021-02-22,44.246009826660156,44.661581831233406,42.8526279231938,42.8526279231938,36435100
2021-02-23,44.85715103149414,45.028267485249216,43.78970763183705,44.80011221357579,33527900
2021-02-24,46.20164489746094,46.44609742010076,44.710479225107804,44.97122899704128,28728600
2021-02-25,45.435672760009766,46.64979095786737,45.101587045170774,46.42978283711271,29670900
2021-02-26,44.30304718017578,44.86529127281141,43.284492645264,44.33564167130458,35291000
2021-03-01,45.957176208496094,46.943136131063,45.73716808299762,46.01421500676814,36998300
2021-03-02,45.68827819824219,46.41348846989976,45.647536641884855,46.16088895545542,30302600
2021-03-03,46.054962158203125,47.228335861738486,45.533462734409625,45.97347593049679,35358900
2021-03-04,47.83946990966797,48.45875282389811,46.52757113680917,46.54386838280279,52137500
2021-03-05,49.64842224121094,49.74620260570904,48.165407094732565,48.75209549848462,51429800
2021-03-08,49.59953689575195,50.20252262267968,48.74395160229114,50.1780783055009,38154600
2021-03-09,48.833580017089844,50.023250995788565,48.458752685453014,49.38767394576248,35645900
2021-03-10,50.33289337158203,50.45511805584521,48.91506403210312,49.31433879414605,31579100
2021-03-11,49.958065032958984,50.968469412853764,49.917320363971726,50.34103943270825,24802600
2021-03-12,50.4958610534668,50.82179664242375,50.11288355035105,50.153625110422944,20422700
2021-03-15,49.20840072631836,50.4062217209802,48.784681713863954,50.10473048248854,31243600
2021-03-16,48.1654052734375,48.61356862785411,47.61945844983858,48.515788267053416,30624800
2021-03-17,48.37726974487305,48.6706139751008,47.7661369680259,47.823175778527734,25575500
2021-03-18,46.2912712097168,48.05133345813122,46.05496579328965,47.92095859189244,38622800
2021-03-19,46.030513763427734,46.829060073867254,45.47641989767272,46.20977723172625,84439400
2021-03-22,45.55790328979492,46.33200529303845,45.549756221887336,46.0386611142614,29315100
2021-03-23,44.995662689208984,45.86754505577105,44.36823277066199,44.767504377130926,33493300
2021-03-24,45.90829849243164,46.67425052332544,45.69644047822946,45.69644047822946,29781800
2021-03-25,45.77791976928711,46.03866950720603,44.40898209102175,44.98752037775547,31495900
2021-03-26,47.02462387084961,47.08166267473808,46.0549610963639,46.69053811591069,34226500
2021-03-29,46.77203369140625,47.11426658314899,46.23423692696602,46.7231419461363,21144400
2021-03-30,46.1934928894043,46.73943983978398,46.030526619686036,46.33201794872363,20303400
2021-03-31,45.49271774291992,46.14459197348645,45.46827032226138,45.916433661502026,23686500
2021-04-01,46.76387405395508,46.81276578933557,45.74531954639069,45.891991644150494,23194500
2021-04-05,46.038665771484375,46.70683730923184,45.745321563032945,46.69054006338656,23264800
2021-04-06,45.90829849243164,46.88611164590994,45.843109498288,46.31572038068241,18926300
2021-04-07,46.112003326416016,46.25867543542187,45.82680928578348,45.94903397103375,22385000
2021-04-08,45.63124465942383,45.69643364381773,45.07715072560313,45.5742058522701,21999300
2021-04-09,45.52531433105469,45.98977496773941,45.24826736282329,45.63124487700896,20020700
2021-04-12,45.22382354736328,46.274972624475815,45.069004369551955,46.250525200750516,20238800
2021-04-13,45.394935607910156,45.61494374999796,44.88973345295758,45.06084986067644,19370600
2021-04-14,46.70683670043945,47.26907768705506,45.834954263563105,45.96532912024419,28051100
2021-04-15,46.42979431152344,46.78832442559106,46.26682494753558,46.78832442559106,23250300
2021-04-16,46.16903305053711,47.00017380191155,45.98976648405008,46.73942412795659,22752000
2021-04-19,46.022361755371094,46.56015835562381,45.59864275087178,46.242369879344665,21123300
2021-04-20,45.05270767211914,46.0142234601785,44.6371356559267,46.0142234601785,21782100
2021-04-21,45.63124465942383,45.73717520487298,44.24600982487209,44.408979177474976,16625600
2021-04-22,45.03641128540039,45.62309973904634,44.832700362149104,45.62309973904634,21600100
2021-04-23,45.280860900878906,45.582352177829705,44.96307237809539,45.03640843015173,15337900
2021-04-26,45.3704948425293,45.867549968143635,45.174930998143616,45.19937842143049,16083800
2021-04-27,45.96532440185547,46.144590977033225,45.47641951658344,45.639385739419815,19278600
2021-04-28,47.35055923461914,47.6357532340483,46.27496599622707,46.37274635197686,24729800
2021-04-29,48.026885986328125,48.46690232509322,47.383161833374,48.010588739516606,27318400
2021-04-30,46.64164733886719,47.98613736504102,46.57645836120997,47.529826954966694,30518400
2021-05-03,47.929107666015625,48.06763271565377,47.0490780591873,47.24463881253487,20509600
2021-05-04,48.23059844970703,48.48320112078245,47.676504473941804,48.07577926262461,23522200
2021-05-05,49.68101501464844,49.74620088593304,48.401710818323934,48.70320207832622,31526200
2021-05-06,50.15363693237305,50.226973001141566,48.91507394227283,49.591395810736095,26836800
2021-05-07,50.87068176269531,50.90327624986592,49.583227494888824,49.76249406594577,33610600
2021-05-10,50.9929084777832,52.166278907775066,50.952163815474314,51.53070507141858,31956600
2021-05-11,49.37137222290039,50.83809003293587,49.20840288658944,50.21881028501211,34563800
2021-05-12,49.635929107666016,50.991740103667404,49.3961811951947,49.61112553328509,34426500
2021-05-13,49.02415084838867,49.97487342858949,48.569458674509114,48.77613722206022,24268200
2021-05-14,50.23942184448242,50.33036091022167,49.54498179680424,49.54498179680424,20735400
2021-05-17,51.413360595703125,51.46296458845709,49.95834483189899,50.04928390844889,25282500
2021-05-18,49.95835494995117,51.504310103407086,49.93355452538374,51.256296396736595,25170800
2021-05-19,48.759605407714844,49.48711482061233,48.296644298841066,48.8588102333076,28889800
2021-05-20,48.64387130737305,48.90015388501362,48.14784397079795,48.73481038826696,20692500
2021-05-21,48.709999084472656,49.4623120329747,48.65212934284394,49.12335618391454,20792700
2021-05-24,49.28044509887695,49.43751969704041,48.5198662231592,48.842287483071196,18400300
2021-05-25,48.16437530517578,49.222571788266755,48.048635803977916,49.18950245830597,25616100
2021-05-26,48.726539611816406,48.87534843781988,47.86675913827552,48.156107881246285,21698700
2021-05-27,48.41238784790039,49.35484159284176,47.96596139387618,48.9662848843024,33556000
2021-05-28,48.255306243896484,48.610793596833396,48.04036194274745,48.55292385599849,19246800
2021-06-01,49.98313903808594,50.18155183077255,49.14815909601061,49.14815909601061,28474200
2021-06-02,50.37996292114258,50.685849450082436,49.74339259975116,50.22288835625292,22978300
2021-06-03,50.57837677001953,50.768520664202825,49.892202446360066,50.05754592285213,20272800
2021-06-04,50.801597595214844,51.0082761833535,50.247697339097456,50.8098633511278,20427800
2021-06-07,50.47089767456055,51.033063542702976,50.446097259504434,50.70237977851954,15477900
2021-06-08,51.3637580871582,51.65310681798989,50.156752865360474,50.84292721799653,28953400
2021-06-09,51.79365158081055,52.43021880951048,51.41336061025202,51.810183091401804,29133000
2021-06-10,51.876319885253906,52.893178047991235,51.46296275469411,52.58729465440309,27488700
2021-06-11,51.39682388305664,52.24007280427831,51.37202346450044,52.09126398561187,17631700
2021-06-14,51.31415939331055,51.901125824257264,50.90080221878498,51.50430331515251,16997200
2021-06-15,53.182525634765625,53.24039537607531,51.545628754775024,51.65310248306346,30717100
2021-06-16,52.99237823486328,53.5710819513577,52.545954969744635,53.17425636555213,24803200
2021-06-17,51.248016357421875,53.2899983551373,50.65278110436695,52.79397108003453,28491800
2021-06-18,49.93354797363281,50.8842675834039,49.80127380385314,50.42957532189034,39590700
2021-06-21,51.74403762817383,51.834976687245195,50.34689188094896,50.37169229572692,33145400
2021-06-22,52.7360954284668,52.91797354733911,51.44642024254924,51.95898212322266,25140400
2021-06-23,53.124656677246094,53.488406639132776,52.56249076451703,52.951047450755645,20701600
2021-06-24,53.339603424072266,53.37267275268107,52.752640186422184,53.03372317226749,19568400
2021-06-25,53.45534896850586,53.678559051370385,53.207332158807965,53.41401073111305,18438300
2021-06-28,52.09125900268555,53.3726653487018,51.876314703875416,53.3726653487018,20570000
2021-06-29,51.76885223388672,52.719575007400785,51.74405181231044,52.25661383143189,19579300
2021-06-30,52.149139404296875,52.273144656733095,51.62830851380342,51.83498708819521,17875500
2021-07-01,52.29793930053711,53.256927653654735,51.89285110552069,53.18252640260898,22530300
2021-07-02,52.22353744506836,52.34754584352682,51.60350176010524,52.09126329175614,14555300
2021-07-06,50.73545455932617,51.884586905723516,50.34690099161505,51.876321150523154,22110800
2021-07-07,49.941810607910156,51.099211886387806,49.28870555571684,50.57838099570639,21671400
2021-07-08,49.71859359741211,50.189820459155186,49.0324224221421,49.14816191047696,18935900
2021-07-09,50.61971664428711,50.80159480101823,49.80127124632667,50.18155907070556,20086000
2021-07-12,50.57011032104492,50.842927543574355,49.73513029696615,49.950074619294014,21809400
2021-07-13,50.330360412597656,50.85118807795851,50.02447389383283,50.42956523166672,17147300
2021-07-14,49.214298248291016,51.033070227359566,49.073758339678626,50.570109112463975,21573600
2021-07-15,48.73480224609375,49.35483789005509,48.58599343924988,48.91667722383064,15851100
2021-07-16,47.38726043701172,48.991084942607536,47.24672052862868,48.924949442681566,27049500
2021-07-19,45.75863265991211,46.461341667434645,45.138596969920535,45.99838055025502,37969100
2021-07-20,46.2629280090332,46.79202461685188,45.494083515276515,45.88264021637159,26756100
2021-07-21,47.75101852416992,48.19744502122198,46.98217709524459,47.0069775160814,20908700
2021-07-22,47.213645935058594,47.73447673615843,46.841623934272995,47.72620782854973,13493800
2021-07-23,47.15578079223633,47.362459351297325,46.68455392987042,47.362459351297325,14088200
2021-07-26,48.34624481201172,48.486787862354525,47.122708205467376,47.254982347967726,18387600
2021-07-27,47.80889129638672,47.95769697466006,47.29632614030395,47.95769697466006,16861400
2021-07-28,48.13130187988281,48.470254576769406,47.63527146617221,47.949423746155816,16855300
2021-07-29,48.718265533447266,49.04895245777502,48.412382178325835,48.77613527215499,18607800
2021-07-30,47.593936920166016,48.6769336729235,47.38725836721978,48.6769336729235,28652800
2021-08-02,47.602195739746094,48.82573213543741,47.453386960869494,47.57739217415748,20873800
2021-08-03,48.11477279663086,48.28838204241177,47.064845259244514,47.59394190562335,18208200
2021-08-04,46.990440368652344,47.85022398711186,46.96563994912564,47.27978910867971,20868300
2021-08-05,47.28805923461914,47.701416390247516,46.98217582248029,47.230189485124356,15180200
2021-08-06,47.83369064331055,48.007299892119406,47.56087340632676,47.668347150017176,14888500
2021-08-09,47.28805923461914,47.55260756192811,46.98217582248029,47.230189485124356,17828200
2021-08-10,48.098228454589844,48.24703725065082,47.37071913536552,47.46992394818479,16340200
2021-08-11,48.238773345947266,48.362781740079924,47.717945659384824,48.10649919724918,18278600
2021-08-12,48.129676818847656,48.498938821774175,47.72684816225311,48.17164073837846,19225500
